,TP9,AF7,AF8,TP10,Right AUX,timestamps
5696,-19.531,42.480,-520.996,-42.480,61.523,1730817221.479
5697,-220.215,39.062,-1000.000,-190.918,-1.465,1730817221.483
5698,-83.496,32.715,-36.133,-52.246,37.109,1730817221.487
5699,220.703,34.668,-900.391,206.055,-26.855,1730817221.491
5700,267.578,40.039,830.566,217.285,-44.434,1730817221.495
5701,9.277,41.504,-333.496,-7.324,13.672,1730817221.498
5702,-215.332,34.668,-1000.000,-173.340,41.504,1730817221.502
5703,-117.188,36.133,-196.777,-74.219,76.660,1730817221.506
5704,189.941,41.016,-960.938,183.105,15.625,1730817221.510
5705,275.391,32.715,883.301,225.098,28.320,1730817221.514
5706,38.086,31.250,-266.602,8.301,73.730,1730817221.518
5707,-204.102,30.762,-1000.000,-178.223,94.238,1730817221.522
5708,-143.555,33.203,-442.383,-108.887,77.637,1730817221.526
5709,161.621,39.062,877.441,150.879,32.715,1730817221.530
5710,291.016,37.598,-978.516,239.746,39.062,1730817221.534
5711,77.637,40.527,-109.375,39.551,34.668,1730817221.537
5712,-188.477,39.551,-1000.000,-162.109,59.570,1730817221.541
5713,-169.922,30.762,-485.840,-120.605,1.953,1730817221.545
5714,123.047,28.320,778.809,129.883,-44.922,1730817221.549
5715,298.828,34.180,-874.512,245.605,20.020,1730817221.553
5716,125.977,41.504,120.605,68.359,32.715,1730817221.557
5717,-152.344,43.945,-1000.000,-148.926,26.855,1730817221.561
5718,-183.594,34.180,-687.012,-139.160,36.621,1730817221.565
5719,93.262,31.250,560.059,107.422,46.387,1730817221.569
5720,300.293,39.062,-844.727,250.488,29.297,1730817221.573
5721,152.344,39.551,187.988,93.262,13.672,1730817221.576
5722,-132.812,33.203,-1000.000,-131.348,42.969,1730817221.580
5723,-204.102,31.250,-853.027,-162.598,20.508,1730817221.584
5724,47.363,36.133,340.332,59.570,-25.879,1730817221.588
5725,284.180,36.133,-805.176,244.141,-15.625,1730817221.592
5726,179.199,34.668,374.023,127.930,45.410,1730817221.596
5727,-107.910,37.109,-936.523,-108.398,56.152,1730817221.600
5728,-218.750,34.180,-887.207,-170.898,31.738,1730817221.604
5729,5.371,29.297,278.809,38.574,42.480,1730817221.608
5730,264.160,30.762,-856.445,240.234,39.062,1730817221.611
5731,208.008,32.715,497.559,152.832,97.656,1730817221.615
5732,-75.195,32.715,-765.137,-96.680,51.758,1730817221.619
5733,-225.586,33.691,-990.723,-188.965,-17.090,1730817221.623
5734,-36.621,35.156,177.246,-1.953,94.238,1730817221.627
5735,249.512,24.414,-854.004,213.379,128.906,1730817221.631
5736,245.605,27.344,653.320,174.316,55.664,1730817221.635
5737,-26.855,44.434,-571.289,-54.688,-5.859,1730817221.639
5738,-213.867,47.363,-1000.000,-175.781,-8.789,1730817221.643
5739,-78.125,38.086,-66.895,-30.273,47.363,1730817221.647
5740,215.332,33.203,-862.793,208.008,88.867,1730817221.650
5741,252.930,40.039,687.500,205.566,33.691,1730817221.654
5742,-3.418,38.086,-557.617,-30.273,-29.785,1730817221.658
5743,-213.379,32.227,-1000.000,-182.617,34.668,1730817221.662
5744,-105.957,27.344,-78.613,-60.547,110.352,1730817221.666
5745,201.660,24.414,-924.316,196.289,91.309,1730817221.670
5746,280.273,26.367,866.699,229.980,35.645,1730817221.674
5747,44.434,32.227,-255.859,11.719,35.156,1730817221.678
5748,-192.871,31.738,-1000.000,-167.480,29.785,1730817221.682
5749,-137.207,32.227,-325.684,-88.867,0.000,1730817221.686
5750,159.668,33.691,939.941,166.992,14.648,1730817221.689
5751,286.133,30.762,-959.961,236.816,4.883,1730817221.693
5752,72.754,30.762,-45.410,31.738,57.129,1730817221.697
5753,-188.965,33.691,-1000.000,-162.598,15.137,1730817221.701
5754,-169.434,36.621,-492.676,-117.188,-24.902,1730817221.705
5755,124.512,30.762,801.758,134.277,73.730,1730817221.709
5756,288.086,31.250,-881.836,248.535,58.594,1730817221.713
5757,98.633,34.668,61.523,61.523,32.227,1730817221.717
5758,-179.688,29.785,-1000.000,-156.738,78.613,1730817221.721
5759,-204.590,33.203,-607.422,-145.020,91.309,1730817221.725
5760,70.801,38.574,694.336,100.098,14.160,1730817221.729
5761,280.273,36.133,-924.805,251.465,-53.711,1730817221.732
5762,137.207,36.133,-44.434,89.844,-12.207,1730817221.736
5763,-148.926,39.062,-1000.000,-144.043,-6.348,1730817221.740
5764,-212.891,36.133,-796.875,-156.250,-21.484,1730817221.744
5765,37.109,33.691,355.957,74.219,31.738,1730817221.748
5766,267.578,30.273,-822.266,243.652,28.320,1730817221.752
5767,169.922,31.250,382.324,119.629,27.832,1730817221.756
5768,-118.164,36.621,-914.551,-119.141,32.715,1730817221.760
5769,-222.168,38.574,-910.645,-175.293,-1.465,1730817221.764
5770,10.254,38.574,291.504,34.180,81.543,1730817221.768
5771,276.367,37.598,-816.406,245.117,46.387,1730817221.771
5772,209.473,39.551,469.238,158.691,-9.766,1730817221.775
5773,-82.031,42.969,-836.914,-93.750,18.066,1730817221.779
5774,-231.445,38.086,-1000.000,-187.988,-0.977,1730817221.783
5775,-44.434,27.344,145.996,3.906,-15.625,1730817221.787
5776,242.188,31.738,-828.613,234.375,10.254,1730817221.791
5777,226.074,38.574,434.570,171.387,-7.324,1730817221.795
5778,-53.711,36.133,-799.805,-73.242,-6.836,1730817221.799
5779,-235.352,35.156,-1000.000,-190.430,73.730,1730817221.803
5780,-81.055,34.668,-41.016,-32.227,58.594,1730817221.806
5781,213.379,33.691,-893.555,207.520,7.324,1730817221.810
5782,241.211,28.809,770.996,195.801,10.742,1730817221.814
5783,-20.020,29.297,-421.875,-45.898,-28.809,1730817221.818
5784,-231.445,35.156,-1000.000,-199.707,-72.266,1730817221.822
5785,-123.535,25.391,-226.562,-71.777,-80.078,1730817221.826
5786,178.711,17.578,-942.871,187.500,-23.926,1730817221.830
5787,255.859,29.297,881.348,221.191,-6.836,1730817221.833
5788,17.578,39.551,-284.180,-4.395,-33.203,1730817221.837
5789,-213.867,34.180,-1000.000,-174.805,11.230,1730817221.841
5790,-142.090,26.367,-339.844,-79.102,30.762,1730817221.845
5791,155.762,27.832,-994.629,179.199,26.855,1730817221.849
5792,273.438,27.344,841.309,243.164,34.180,1730817221.853
5793,64.941,32.715,-375.977,27.832,35.645,1730817221.857
5794,-182.617,39.062,-1000.000,-157.227,97.168,1730817221.861
5795,-155.273,33.203,-401.855,-90.332,90.820,1730817221.865
5796,134.766,27.832,846.191,162.598,7.324,1730817221.869
5797,296.875,28.809,-899.414,268.555,31.250,1730817221.872
5798,113.281,38.086,83.008,80.566,60.059,1730817221.876
5799,-154.785,44.434,-1000.000,-141.113,19.043,1730817221.880
5800,-167.480,36.621,-562.012,-124.023,32.715,1730817221.884
5801,105.469,34.180,694.336,123.535,-0.977,1730817221.888
5802,293.945,30.273,-836.914,257.324,-3.906,1730817221.892
5803,146.484,29.297,209.961,95.703,71.777,1730817221.896
5804,-132.324,35.645,-1000.000,-129.395,52.246,1730817221.900
5805,-192.871,34.180,-687.012,-145.996,48.828,1730817221.904
5806,62.500,35.156,576.660,89.844,78.125,1730817221.908
5807,286.133,34.180,-858.398,254.883,84.473,1730817221.912
5808,169.434,32.227,228.027,115.234,101.074,1730817221.916
5809,-118.652,33.203,-978.516,-123.535,107.910,1730817221.919
5810,-218.750,27.344,-817.383,-171.387,70.312,1730817221.923
5811,7.812,21.484,368.164,38.086,50.293,1730817221.927
5812,264.160,30.762,-827.637,237.793,43.457,1730817221.931
5813,198.730,39.551,403.809,152.344,60.059,1730817221.935
5814,-91.797,37.598,-868.652,-95.215,67.383,1730817221.939
5815,-232.422,34.180,-997.070,-188.477,25.391,1730817221.943
5816,-32.715,33.203,144.531,0.977,11.230,1730817221.947
5817,248.535,33.691,-833.008,228.516,-8.789,1730817221.951
5818,232.422,38.574,569.824,170.410,19.043,1730817221.955
5819,-39.062,39.062,-716.797,-72.266,39.062,1730817221.958
5820,-218.262,36.621,-1000.000,-180.664,27.832,1730817221.963
5821,-62.988,36.621,79.590,-19.531,64.453,1730817221.967
5822,230.469,35.156,-866.699,218.262,38.574,1730817221.970
5823,243.652,34.668,685.547,194.336,48.340,1730817221.974
5824,-22.949,35.645,-506.836,-51.758,26.367,1730817221.978
5825,-222.656,34.668,-1000.000,-186.523,-21.973,1730817221.982
5826,-101.074,29.785,-191.406,-45.410,-1.465,1730817221.986
5827,201.660,24.902,-938.477,204.590,39.551,1730817221.990
5828,271.484,28.320,823.242,227.539,33.691,1730817221.994
5829,24.414,33.203,-345.215,-1.953,14.648,1730817221.998
5830,-207.520,34.668,-1000.000,-167.969,78.125,1730817222.002
5831,-129.395,30.273,-302.246,-68.359,84.473,1730817222.006
5832,172.363,25.391,982.910,188.477,-12.695,1730817222.010
5833,279.785,25.879,-991.699,246.582,17.090,1730817222.014
5834,58.594,25.879,-99.121,30.762,46.387,1730817222.017
5835,-193.359,29.297,-1000.000,-158.203,20.020,1730817222.021
5836,-160.156,28.320,-400.391,-93.262,29.297,1730817222.025
5837,132.812,26.367,916.992,160.156,30.273,1730817222.029
5838,290.527,31.250,956.543,250.488,2.441,1730817222.033
5839,102.539,34.180,-170.898,59.570,16.113,1730817222.037
5840,-169.434,33.203,-1000.000,-148.926,26.367,1730817222.041
5841,-180.664,32.715,-627.930,-135.254,-7.324,1730817222.045
5842,95.215,30.762,611.816,112.793,44.434,1730817222.049
5843,280.273,27.344,-839.355,246.094,66.406,1730817222.053
5844,126.465,37.598,130.371,80.078,-20.996,1730817222.057
5845,-154.297,37.598,-1000.000,-138.184,18.066,1730817222.061
5846,-212.402,25.879,-756.348,-156.738,62.012,1730817222.064
5847,45.898,29.785,435.547,79.102,19.531,1730817222.068
5848,277.832,28.809,-812.988,253.418,31.738,1730817222.072
5849,166.504,30.273,263.672,119.141,36.621,1730817222.076
5850,-119.141,31.738,-1000.000,-114.258,0.488,1730817222.080
5851,-212.402,32.715,-878.418,-157.715,-30.762,1730817222.084
5852,19.531,30.762,296.387,62.012,-5.371,1730817222.088
5853,276.855,27.344,-828.613,258.301,19.043,1730817222.092
5854,209.961,31.250,366.699,156.738,46.387,1730817222.096
5855,-76.172,33.203,-886.230,-85.938,-0.488,1730817222.100
5856,-216.797,34.668,-964.844,-168.945,-34.668,1730817222.103
5857,-14.648,36.621,178.711,25.879,47.363,1730817222.107
5858,266.113,33.203,-842.773,245.605,40.039,1730817222.111
5859,241.699,34.668,571.777,187.988,10.742,1730817222.115
5860,-39.551,38.086,-673.340,-53.711,22.461,1730817222.119
5861,-214.844,41.504,-1000.000,-174.316,-2.441,1730817222.123
5862,-51.758,41.992,-34.180,-12.695,-25.879,1730817222.127
5863,243.652,37.109,-877.441,223.633,-8.301,1730817222.131
5864,266.113,39.062,731.445,203.613,80.566,1730817222.135
5865,-1.953,40.039,-492.188,-31.250,97.168,1730817222.138
5866,-209.961,39.062,-1000.000,-184.570,2.441,1730817222.142
5867,-91.309,33.691,-162.109,-56.152,-47.852,1730817222.146
5868,209.473,30.762,-905.273,198.730,5.859,1730817222.150
5869,272.461,38.086,735.352,217.773,27.832,1730817222.154
5870,22.949,40.527,-453.125,-7.812,17.578,1730817222.158
5871,-206.055,36.621,-1000.000,-174.805,5.859,1730817222.162
5872,-126.465,31.250,-217.773,-75.195,48.828,1730817222.166
5873,167.969,24.414,-994.141,180.664,11.230,1730817222.170
5874,272.949,25.879,971.680,239.258,-11.230,1730817222.174
5875,52.734,34.668,-132.324,24.414,62.012,1730817222.177
5876,-196.777,38.086,-1000.000,-167.969,34.668,1730817222.181
5877,-160.645,39.551,-564.941,-110.840,14.648,1730817222.185
5878,133.789,33.691,699.707,144.043,55.176,1730817222.189
5879,281.738,29.297,-870.117,243.652,78.125,1730817222.193
5880,91.309,34.180,61.035,51.270,44.922,1730817222.197
5881,-181.641,38.086,-1000.000,-154.785,28.809,1730817222.201
5882,-195.312,29.785,-496.582,-137.207,36.133,1730817222.205
5883,86.426,22.949,794.434,106.445,-22.949,1730817222.209
5884,274.902,26.367,-894.531,243.652,-53.711,1730817222.213
5885,115.723,31.738,70.312,78.125,23.926,1730817222.217
5886,-163.574,36.133,-1000.000,-146.973,63.965,1730817222.220
5887,-213.379,33.691,-668.457,-160.156,2.441,1730817222.224
5888,44.922,31.250,549.316,73.242,15.137,1730817222.228
5889,260.742,30.762,-830.566,235.840,35.156,1730817222.232
5890,141.113,32.227,363.281,101.074,33.203,1730817222.236
5891,-145.508,32.227,-958.984,-133.789,45.898,1730817222.240
5892,-235.352,29.297,-789.551,-177.246,48.340,1730817222.244
5893,5.371,31.738,445.312,42.480,50.781,1730817222.248
5894,249.512,29.297,-818.848,228.027,47.852,1730817222.252
5895,175.781,30.762,419.922,128.418,54.688,1730817222.256
5896,-98.633,39.551,-896.973,-115.723,29.297,1730817222.259
5897,-234.863,34.180,-949.219,-195.312,55.664,1730817222.263
5898,-27.832,30.762,209.961,14.160,37.598,1730817222.267
5899,249.023,32.227,-854.980,231.934,26.855,1730817222.271
5900,208.496,34.180,615.234,159.180,57.617,1730817222.275
5901,-70.312,36.621,-652.832,-79.590,23.438,1730817222.279
5902,-231.445,38.574,-1000.000,-192.383,14.160,1730817222.283
5903,-60.547,36.621,73.242,-26.367,0.488,1730817222.287
5904,228.027,30.762,-875.000,224.609,8.789,1730817222.290
5905,228.027,28.320,718.262,186.523,29.297,1730817222.294
5906,-42.480,39.551,-498.535,-63.965,7.324,1730817222.298
5907,-234.863,42.480,-1000.000,-195.801,-23.438,1730817222.302
5908,-102.539,34.180,-78.613,-60.059,-3.906,1730817222.306
5909,200.684,33.691,-893.066,193.848,1.953,1730817222.310
5910,255.371,35.645,775.391,218.262,14.648,1730817222.314
5911,7.812,38.086,-409.180,-11.230,52.246,1730817222.318
5912,-216.797,39.062,-1000.000,-187.500,63.965,1730817222.322
5913,-129.883,32.715,-221.191,-80.078,85.449,1730817222.326
5914,175.293,29.297,-943.848,189.453,47.852,1730817222.329
5915,275.391,33.203,796.387,229.004,20.508,1730817222.333
5916,42.480,36.621,-377.930,0.977,-18.066,1730817222.337
5917,-201.660,31.250,-1000.000,-174.805,23.926,1730817222.341
5918,-150.391,22.949,-335.449,-95.215,78.125,1730817222.345
5919,143.555,24.414,900.879,160.156,12.207,1730817222.349
5920,283.203,27.832,-925.293,254.883,58.105,1730817222.353
5921,84.473,32.227,-2.930,61.523,83.008,1730817222.357
5922,-178.223,33.691,-1000.000,-157.227,-19.043,1730817222.360
5923,-174.805,29.785,-666.992,-122.070,-1.465,1730817222.364
5924,117.676,28.320,586.914,144.531,71.289,1730817222.368
5925,298.828,35.645,-827.637,262.695,50.293,1730817222.372
5926,129.395,38.574,133.301,82.031,20.996,1730817222.376
5927,-150.879,44.434,-1000.000,-143.555,36.621,1730817222.380
5928,-185.547,48.828,-634.277,-148.926,22.949,1730817222.384
5929,85.938,37.598,610.840,99.609,-17.578,1730817222.388
5930,291.992,31.738,-826.660,259.277,56.641,1730817222.391
5931,159.668,36.133,329.102,104.980,134.766,1730817222.395
5932,-128.906,40.527,-966.309,-138.184,57.129,1730817222.399
5933,-213.379,42.969,-862.793,-177.246,-5.859,1730817222.403
5934,26.367,43.945,331.055,38.086,15.137,1730817222.407
5935,268.555,44.434,-828.125,224.609,36.621,1730817222.411
5936,176.270,41.992,436.523,119.629,37.598,1730817222.415
5937,-115.723,41.992,-874.023,-120.117,35.156,1730817222.419
5938,-230.469,42.969,-899.902,-194.336,25.879,1730817222.423
5939,-7.324,35.645,289.551,13.184,31.250,1730817222.427
5940,260.742,30.762,-827.637,232.422,3.418,1730817222.430
5941,208.496,37.109,504.883,156.250,-17.090,1730817222.434
5942,-79.590,39.062,-801.270,-94.727,0.000,1730817222.438
5943,-240.234,38.086,-1000.000,-202.637,10.742,1730817222.442
5944,-54.688,38.574,113.770,-22.461,30.273,1730817222.446
5945,233.887,33.691,-860.352,213.867,42.969,1730817222.450
5946,224.609,35.645,618.652,177.246,34.180,1730817222.454
5947,-40.039,43.457,-577.637,-64.941,81.543,1730817222.458
5948,-221.191,37.598,-1000.000,-194.336,42.480,1730817222.461
5949,-82.520,34.180,-68.359,-42.480,23.438,1730817222.465
5950,217.773,37.598,-913.086,208.496,58.594,1730817222.469
5951,259.766,32.227,849.609,212.891,77.637,1730817222.473
5952,7.812,30.273,-311.035,-18.066,65.918,1730817222.477
5953,-208.496,32.227,-1000.000,-181.152,-4.883,1730817222.481
5954,-105.469,31.738,-182.617,-67.383,3.418,1730817222.485
5955,204.590,27.344,-943.359,200.195,-6.348,1730817222.489
5956,293.457,29.785,916.992,247.559,-25.391,1730817222.493
5957,54.688,38.086,-236.328,22.949,14.648,1730817222.496
5958,-182.617,39.551,-1000.000,-158.203,36.621,1730817222.500
5959,-120.605,36.133,-372.559,-82.031,67.383,1730817222.504
5960,177.734,32.227,954.590,178.711,52.246,1730817222.508
5961,303.223,35.156,920.898,250.488,20.020,1730817222.512
5962,91.309,44.434,-226.074,33.203,42.480,1730817222.516
5963,-164.551,46.387,-1000.000,-153.809,38.574,1730817222.520
5964,-145.508,45.898,-486.816,-98.633,23.438,1730817222.524
5965,145.020,40.527,744.629,153.809,2.930,1730817222.528
5966,306.641,31.738,-878.418,271.973,42.480,1730817222.531
5967,126.953,35.156,92.773,96.191,19.531,1730817222.535
5968,-145.508,40.527,-1000.000,-125.488,31.250,1730817222.539
5969,-167.969,37.109,-677.246,-123.535,71.289,1730817222.543
5970,99.121,36.621,564.941,121.582,0.488,1730817222.547
5971,286.621,34.668,-832.520,269.043,-69.336,1730817222.551
5972,139.648,36.133,153.320,109.863,-56.641,1730817222.555
5973,-139.648,46.387,-1000.000,-124.512,-29.785,1730817222.559
5974,-209.473,41.992,-747.070,-155.273,-27.344,1730817222.563
5975,33.203,27.832,445.801,72.266,-15.137,1730817222.567
5976,274.902,27.832,-825.195,262.695,74.219,1730817222.570
5977,173.340,34.668,408.691,137.695,93.750,1730817222.574
5978,-122.070,40.527,-900.391,-112.305,60.547,1730817222.578
5979,-229.980,33.691,-894.043,-175.781,62.012,1730817222.582
5980,-5.371,28.320,279.297,25.391,27.344,1730817222.586
5981,257.324,29.297,-828.613,239.258,80.078,1730817222.590
5982,198.730,28.320,447.754,159.180,102.051,1730817222.594
5983,-92.285,29.297,-848.633,-94.238,-0.488,1730817222.598
5984,-239.258,31.250,-998.535,-193.359,-5.371,1730817222.601
5985,-40.527,30.273,136.719,-6.836,17.090,1730817222.605
5986,238.770,23.438,-837.891,223.633,10.254,1730817222.609
5987,218.262,25.879,574.707,179.688,36.133,1730817222.613
5988,-57.617,34.668,-704.590,-68.359,37.109,1730817222.617
5989,-242.676,33.203,-1000.000,-208.008,32.227,1730817222.621
5990,-88.867,32.715,12.695,-49.316,32.227,1730817222.625
5991,212.402,26.367,-887.695,205.566,68.848,1730817222.629
5992,245.605,25.879,784.668,204.102,75.195,1730817222.632
5993,-18.066,35.645,-409.180,-31.738,90.820,1730817222.636
5994,-226.074,34.180,-1000.000,-190.918,46.875,1730817222.640
5995,-107.910,33.691,-199.219,-73.730,-12.695,1730817222.644
5996,191.406,29.785,-983.887,178.711,78.613,1730817222.648
5997,263.184,25.879,956.543,221.191,121.582,1730817222.652
5998,22.949,32.715,-168.945,0.977,82.520,1730817222.656
5999,-210.938,39.062,-1000.000,-177.734,59.082,1730817222.660
6000,-133.301,36.621,-360.840,-93.262,-11.719,1730817222.664
6001,172.363,30.762,946.289,154.297,-64.453,1730817222.667
6002,282.715,31.250,996.582,233.398,-13.184,1730817222.671
6003,62.012,34.668,-129.395,33.691,5.371,1730817222.675
6004,-193.848,37.109,-1000.000,-169.434,32.227,1730817222.679
6005,-162.598,35.156,-513.672,-121.094,44.922,1730817222.683
6006,134.277,34.180,818.848,137.207,24.414,1730817222.687
6007,287.598,33.691,999.512,250.000,10.254,1730817222.691
6008,93.750,34.668,-155.273,62.988,39.551,1730817222.695
6009,-179.688,40.039,-1000.000,-159.180,48.340,1730817222.699
6010,-187.012,38.086,-611.816,-148.438,-3.906,1730817222.703
6011,97.168,30.762,604.004,93.750,28.320,1730817222.707
6012,282.715,24.414,-837.891,239.746,67.871,1730817222.710
6013,130.859,27.344,234.375,85.449,23.438,1730817222.714
6014,-140.625,36.133,-1000.000,-141.602,44.922,1730817222.718
6015,-195.801,37.598,-723.145,-160.645,66.406,1730817222.722
6016,57.617,32.715,516.602,67.871,54.688,1730817222.726
6017,282.227,29.785,-821.289,248.047,-20.508,1730817222.730
6018,165.039,30.273,261.719,128.418,0.977,1730817222.734
6019,-121.582,37.109,-1000.000,-114.746,65.918,1730817222.738
6020,-210.938,37.109,-847.168,-179.688,54.199,1730817222.741
6021,23.926,31.250,340.332,30.273,84.473,1730817222.745
6022,277.832,35.645,-844.238,241.699,6.348,1730817222.749
6023,203.613,38.574,347.168,157.227,-12.207,1730817222.753
6024,-86.426,39.062,-866.699,-89.844,35.645,1730817222.757
6025,-222.656,38.086,-980.469,-184.082,-10.254,1730817222.761
6026,-20.020,34.668,127.930,0.000,4.395,1730817222.765
6027,261.230,35.645,-852.051,232.910,45.410,1730817222.768
6028,236.816,37.109,633.301,194.824,38.086,1730817222.772
6029,-50.293,36.133,-611.816,-53.223,6.348,1730817222.776
6030,-225.098,38.086,-1000.000,-183.105,41.992,1730817222.780
6031,-55.664,37.109,-137.207,-32.715,79.102,1730817222.784
6032,239.258,30.762,-890.625,211.426,31.250,1730817222.788
6033,256.836,32.227,775.391,210.449,-9.766,1730817222.792
6034,-4.883,41.504,-479.492,-21.973,-16.602,1730817222.796
6035,-202.148,42.969,-1000.000,-173.828,-10.254,1730817222.800
6036,-79.102,39.062,-73.730,-48.340,63.965,1730817222.804
6037,217.773,38.574,-922.852,210.938,44.434,1730817222.807
6038,271.484,33.203,895.020,238.770,5.859,1730817222.811
6039,20.020,25.879,-214.844,7.812,69.824,1730817222.815
6040,-208.008,23.926,-1000.000,-180.176,46.875,1730817222.819
6041,-126.953,27.344,-379.883,-94.238,36.621,1730817222.823
6042,182.129,32.715,914.062,171.875,63.477,1730817222.827
6043,288.574,28.809,989.258,239.746,-6.836,1730817222.831
6044,54.199,34.180,-133.789,26.855,-11.230,1730817222.835
6045,-196.777,40.039,-1000.000,-174.805,7.324,1730817222.839
6046,-157.227,35.645,-479.980,-122.070,-13.672,1730817222.843
6047,130.371,34.668,805.176,145.996,24.902,1730817222.846
6048,277.344,32.715,-896.973,254.395,17.578,1730817222.850
6049,85.449,34.180,33.691,59.570,44.434,1730817222.854
6050,-186.035,34.668,-1000.000,-161.133,36.621,1730817222.858
6051,-189.453,29.297,-565.918,-146.973,11.719,1730817222.862
6052,97.168,24.414,756.348,108.398,31.250,1730817222.866
6053,285.645,24.902,-948.242,254.395,13.672,1730817222.870
6054,125.000,34.668,-72.754,89.844,-42.480,1730817222.874
6055,-158.691,37.598,-1000.000,-149.902,-49.316,1730817222.878
6056,-206.055,32.715,-675.293,-168.457,33.691,1730817222.881
6057,62.012,28.809,508.301,82.520,31.250,1730817222.885
6058,285.645,27.832,-830.566,261.719,25.391,1730817222.889
6059,156.738,34.668,325.195,122.559,47.363,1730817222.893
6060,-131.348,42.480,-941.895,-126.953,10.254,1730817222.897
6061,-218.750,37.598,-948.730,-185.059,40.039,1730817222.901
6062,28.320,30.762,213.379,41.504,61.523,1730817222.905
6063,292.969,36.621,-806.152,259.766,23.438,1730817222.909
6064,202.637,40.527,411.621,150.391,6.348,1730817222.913
6065,-109.375,36.621,-898.438,-108.887,12.207,1730817222.917
6066,-232.910,35.156,-973.633,-195.312,39.551,1730817222.920
6067,-13.672,36.133,196.777,0.000,56.152,1730817222.924
6068,257.324,41.992,-834.961,229.004,-0.977,1730817222.928
6069,218.750,43.457,500.488,161.133,8.789,1730817222.932
6070,-63.477,41.992,-746.094,-87.891,48.828,1730817222.936
6071,-229.980,47.363,-1000.000,-207.520,53.223,1730817222.940
6072,-58.105,45.410,80.566,-46.387,74.707,1730817222.944
6073,240.234,39.551,-886.230,206.055,-5.371,1730817222.948
6074,247.070,34.668,777.344,187.500,2.441,1730817222.952
6075,-26.855,38.086,-396.973,-54.688,81.543,1730817222.956
6076,-220.703,41.504,-1000.000,-201.172,20.996,1730817222.960
6077,-77.148,35.156,-144.043,-53.711,20.020,1730817222.963
6078,229.980,34.180,-923.340,212.402,49.316,1730817222.967
6079,278.809,39.551,869.141,225.586,35.645,1730817222.971
6080,17.090,43.945,-315.430,-16.602,27.832,1730817222.975
6081,-216.797,46.387,-1000.000,-196.289,18.555,1730817222.979
6082,-128.418,41.016,-232.910,-95.703,-12.207,1730817222.983
6083,179.199,34.180,-980.957,171.875,29.785,1730817222.987
6084,273.438,39.551,966.309,233.398,85.938,1730817222.991
6085,32.715,38.574,-164.062,3.906,26.855,1730817222.995
6086,-210.938,32.715,-1000.000,-193.848,14.648,1730817222.999
6087,-155.762,25.879,-442.383,-121.582,13.184,1730817223.003
6088,146.973,25.391,841.309,143.555,-2.441,1730817223.006
6089,286.133,36.133,-958.496,245.117,23.926,1730817223.010
6090,80.078,41.992,-94.238,42.480,5.859,1730817223.014
6091,-183.105,37.598,-1000.000,-173.828,-37.109,1730817223.018
6092,-169.922,30.273,-557.129,-137.695,-23.926,1730817223.022
6093,119.141,27.832,710.449,119.141,37.109,1730817223.026
6094,300.781,28.320,-838.867,257.812,93.262,1730817223.030
6095,129.883,36.133,134.766,85.449,79.102,1730817223.034
6096,-156.250,31.250,-1000.000,-145.508,11.719,1730817223.038
6097,-186.523,20.996,-633.789,-144.043,32.227,1730817223.041
6098,85.938,26.855,625.000,98.633,22.949,1730817223.045
6099,291.992,37.109,-854.492,256.836,3.906,1730817223.049
6100,151.367,36.133,240.723,104.492,32.227,1730817223.053
6101,-130.859,33.691,-981.934,-131.836,18.066,1730817223.057
6102,-194.824,38.574,-843.750,-160.156,9.766,1730817223.061
6103,57.129,35.645,339.355,65.918,32.715,1730817223.065
6104,292.480,36.133,-828.125,253.906,39.062,1730817223.069
6105,193.359,39.062,458.984,139.648,36.133,1730817223.073
6106,-96.680,40.527,-839.844,-108.398,41.504,1730817223.077
6107,-211.426,38.086,-976.562,-183.105,26.855,1730817223.080
6108,8.301,30.762,187.988,21.973,-17.578,1730817223.084
6109,267.090,29.297,-832.031,241.699,8.789,1730817223.088
6110,213.379,34.668,556.641,164.551,69.336,1730817223.092
6111,-65.430,44.922,-749.023,-79.590,67.871,1730817223.096
6112,-215.332,35.645,-1000.000,-184.082,49.316,1730817223.100
6113,-32.227,23.438,94.238,-9.766,49.316,1730817223.104
6114,247.559,29.785,-853.516,229.980,27.344,1730817223.108
6115,231.934,34.180,602.051,188.477,50.781,1730817223.112
6116,-48.340,37.109,-638.184,-61.035,12.695,1730817223.116
6117,-230.469,31.250,-1000.000,-192.383,-13.184,1730817223.119
6118,-79.590,26.855,-111.328,-43.945,19.043,1730817223.123
6119,218.262,28.320,-916.504,202.637,15.137,1730817223.127
6120,257.812,32.715,801.758,209.961,18.066,1730817223.131
6121,-1.465,37.109,-410.156,-19.043,2.930,1730817223.135
6122,-213.867,35.645,-1000.000,-178.223,34.668,1730817223.139
6123,-105.469,39.062,-177.246,-65.918,50.293,1730817223.143
6124,194.824,33.691,-931.152,186.035,11.719,1730817223.147
6125,274.902,33.203,874.512,231.934,39.062,1730817223.151
6126,36.621,39.062,-276.367,14.648,32.715,1730817223.154
6127,-200.684,35.156,-1000.000,-170.898,-5.859,1730817223.158
6128,-136.719,30.273,-301.758,-88.379,12.207,1730817223.162
6129,168.457,27.344,-999.023,174.805,66.406,1730817223.166
6130,296.387,27.344,904.785,253.418,76.660,1730817223.170
6131,81.055,28.809,-237.793,44.434,10.742,1730817223.174
6132,-175.293,38.086,-1000.000,-153.809,-14.648,1730817223.178
