,TP9,AF7,AF8,TP10,Right AUX,timestamps
3804,196.777,25.879,-906.738,242.188,-51.270,1730817214.092
3805,337.891,26.855,821.777,230.469,14.160,1730817214.096
3806,60.059,30.273,-372.559,-72.754,-2.930,1730817214.100
3807,-253.906,33.691,-1000.000,-252.930,-24.902,1730817214.104
3808,-212.891,36.621,-227.051,-75.195,20.020,1730817214.108
3809,164.062,35.156,-937.500,240.234,46.875,1730817214.112
3810,351.074,31.250,870.117,250.977,36.133,1730817214.115
3811,114.258,32.227,-302.734,-22.461,-7.812,1730817214.119
3812,-217.773,27.832,-1000.000,-230.469,-17.090,1730817214.123
3813,-242.188,23.926,-307.129,-121.094,10.254,1730817214.127
3814,106.934,25.391,966.309,190.918,67.383,1730817214.131
3815,340.332,24.414,-968.750,256.836,39.062,1730817214.135
3816,156.738,30.273,-60.547,22.949,9.766,1730817214.138
3817,-183.105,31.738,-1000.000,-206.055,-17.090,1730817214.142
3818,-264.648,27.832,-634.766,-146.973,2.930,1730817214.146
3819,57.129,37.598,654.785,161.621,1.953,1730817214.150
3820,348.633,41.016,-846.191,292.969,-30.273,1730817214.154
3821,200.684,36.133,61.523,52.246,48.828,1730817214.158
3822,-152.344,38.086,-1000.000,-199.707,55.176,1730817214.162
3823,-271.484,37.109,-624.023,-165.527,18.066,1730817214.166
3824,16.602,34.668,649.414,135.254,48.340,1730817214.170
3825,332.031,35.156,-841.797,299.805,104.492,1730817214.174
3826,241.211,43.945,161.621,93.750,87.402,1730817214.177
3827,-104.492,46.387,-1000.000,-182.129,45.898,1730817214.181
3828,-277.832,32.715,-813.965,-196.289,-27.344,1730817214.185
3829,-30.762,28.320,381.348,88.867,-22.949,1730817214.189
3830,325.684,36.621,-803.711,308.105,4.395,1730817214.193
3831,296.875,34.180,353.516,149.902,-19.531,1730817214.197
3832,-57.617,32.227,-912.109,-152.832,30.762,1730817214.201
3833,-282.227,31.738,-1000.000,-218.750,62.012,1730817214.204
3834,-72.266,28.320,74.219,53.711,38.574,1730817214.208
3835,300.293,32.715,-819.336,308.594,-20.996,1730817214.212
3836,314.941,38.574,514.648,183.105,-18.555,1730817214.216
3837,-17.578,42.480,-792.969,-122.559,28.320,1730817214.220
3838,-265.625,43.945,-1000.000,-216.797,-3.906,1730817214.224
3839,-108.887,40.039,89.844,34.180,-7.812,1730817214.228
3840,261.230,31.738,-838.867,304.688,49.805,1730817214.231
3841,336.426,29.785,581.543,224.121,90.820,1730817214.235
3842,22.461,35.156,-680.664,-90.820,62.988,1730817214.239
3843,-267.578,31.738,-1000.000,-230.957,47.363,1730817214.243
3844,-163.086,21.973,-25.879,-23.438,49.805,1730817214.247
3845,225.098,28.320,-876.953,272.461,43.457,1730817214.251
3846,366.699,37.598,743.164,254.395,62.988,1730817214.255
3847,79.590,41.992,-458.496,-48.340,19.531,1730817214.259
3848,-254.395,41.992,-1000.000,-214.844,-28.320,1730817214.263
3849,-213.379,34.180,-330.566,-51.270,3.418,1730817214.267
3850,159.180,23.926,990.234,249.023,64.941,1730817214.270
3851,341.797,19.531,937.500,268.555,37.598,1730817214.274
3852,114.746,30.762,-261.719,-8.789,23.438,1730817214.278
3853,-211.914,40.527,-1000.000,-219.727,14.648,1730817214.282
3854,-239.258,35.645,-290.527,-115.723,11.230,1730817214.286
3855,112.305,30.762,996.582,202.637,-13.184,1730817214.290
3856,352.539,34.180,995.117,281.738,-17.090,1730817214.294
3857,143.066,49.316,-136.230,-5.859,39.062,1730817214.297
3858,-212.891,55.664,-1000.000,-254.395,35.156,1730817214.301
3859,-273.438,47.852,-437.500,-160.645,17.578,1730817214.305
3860,56.152,43.945,843.750,145.996,60.547,1730817214.309
3861,334.961,45.898,-880.859,250.977,51.758,1730817214.313
3862,187.988,50.781,81.055,17.090,25.391,1730817214.317
3863,-166.016,45.898,-1000.000,-240.723,25.391,1730817214.321
3864,-277.832,40.039,-576.172,-197.754,76.660,1730817214.324
3865,15.137,41.504,709.961,98.633,127.441,1730817214.328
3866,336.426,43.945,-834.473,255.859,46.875,1730817214.332
3867,240.723,48.828,155.762,62.500,31.738,1730817214.336
3868,-121.582,50.781,-1000.000,-218.750,44.922,1730817214.340
3869,-282.227,51.270,-815.918,-226.074,45.410,1730817214.344
3870,-24.414,39.062,387.695,79.102,38.086,1730817214.348
3871,323.242,29.297,-810.059,287.109,-6.836,1730817214.352
3872,282.227,35.156,201.172,108.398,37.598,1730817214.356
3873,-76.172,41.016,-1000.000,-201.660,46.875,1730817214.360
3874,-288.086,37.598,-892.578,-244.141,2.441,1730817214.363
3875,-76.660,31.250,267.578,44.922,6.836,1730817214.367
3876,292.969,34.668,-812.012,284.668,0.977,1730817214.371
3877,316.406,47.363,478.027,157.715,33.203,1730817214.375
3878,-21.973,56.152,-818.359,-144.531,15.137,1730817214.379
3879,-279.297,55.176,-1000.000,-231.445,19.531,1730817214.383
3880,-119.629,39.062,70.312,25.879,36.133,1730817214.387
3881,253.906,24.902,-831.543,287.109,-12.695,1730817214.391
3882,321.777,29.297,562.012,184.082,-21.484,1730817214.395
3883,11.719,33.691,-706.543,-131.836,83.496,1730817214.398
3884,-270.996,34.180,-1000.000,-250.488,38.574,1730817214.402
3885,-170.898,25.879,-11.230,-30.273,25.879,1730817214.406
3886,216.797,20.508,-832.520,262.695,59.570,1730817214.410
3887,358.887,38.086,574.707,229.004,18.066,1730817214.414
3888,80.078,42.480,-678.711,-78.613,-11.719,1730817214.418
3889,-237.305,42.480,-1000.000,-233.887,-17.578,1730817214.421
3890,-201.660,41.016,-157.227,-38.574,0.977,1730817214.425
3891,173.828,34.180,-916.992,257.812,12.207,1730817214.429
3892,357.422,33.691,860.840,248.047,-0.488,1730817214.433
3893,112.305,33.203,-332.031,-39.062,-19.531,1730817214.437
3894,-222.656,36.133,-1000.000,-234.863,7.812,1730817214.441
3895,-241.211,35.156,-295.410,-93.262,27.344,1730817214.445
3896,120.117,29.297,985.352,228.516,44.922,1730817214.449
3897,371.582,32.715,-973.633,287.109,79.102,1730817214.453
3898,169.922,37.109,-72.266,9.277,48.828,1730817214.457
3899,-192.383,31.738,-1000.000,-226.562,-3.906,1730817214.461
3900,-265.137,35.645,-396.484,-118.652,26.367,1730817214.464
3901,70.312,37.109,942.383,200.684,5.859,1730817214.468
3902,358.398,31.738,998.047,291.992,-40.039,1730817214.472
3903,207.031,31.738,-181.152,34.668,-21.973,1730817214.476
3904,-150.879,36.133,-1000.000,-223.145,-38.086,1730817214.480
3905,-267.090,41.992,-606.445,-143.066,15.137,1730817214.484
3906,21.973,40.039,644.043,169.922,16.113,1730817214.488
3907,342.773,32.227,-830.078,295.898,-5.371,1730817214.491
3908,248.047,30.273,159.180,68.359,14.160,1730817214.495
3909,-118.164,41.992,-1000.000,-210.938,5.859,1730817214.499
3910,-297.363,41.992,-786.133,-185.547,21.484,1730817214.503
3911,-42.480,27.832,460.449,138.672,40.527,1730817214.507
3912,320.801,27.832,-800.781,318.848,-12.207,1730817214.511
3913,284.180,42.480,304.688,113.281,25.879,1730817214.514
3914,-69.824,47.363,-985.352,-180.176,106.934,1730817214.518
3915,-286.621,39.551,-867.188,-198.730,52.246,1730817214.522
3916,-80.566,37.598,339.355,101.562,24.414,1730817214.526
3917,291.992,40.039,-817.871,323.242,49.316,1730817214.530
3918,316.895,35.156,384.766,159.180,58.594,1730817214.534
3919,-5.371,45.898,-892.578,-141.113,24.414,1730817214.538
3920,-264.160,48.340,-977.539,-197.754,-22.949,1730817214.542
3921,-124.023,29.785,181.152,74.707,17.090,1730817214.546
3922,254.883,22.461,-836.426,320.801,-1.465,1730817214.550
3923,354.004,29.785,597.656,208.984,41.992,1730817214.554
3924,52.246,38.574,-676.270,-98.633,43.457,1730817214.557
3925,-253.906,32.715,-1000.000,-216.797,3.906,1730817214.561
3926,-166.992,25.391,2.930,19.531,29.297,1730817214.565
3927,221.680,38.574,-856.934,313.477,29.297,1730817214.569
3928,365.723,47.363,684.570,246.094,78.125,1730817214.573
3929,83.496,42.480,-562.012,-80.078,64.941,1730817214.577
3930,-239.746,38.086,-1000.000,-229.980,31.250,1730817214.581
3931,-205.566,34.668,-72.266,-12.207,85.938,1730817214.584
3932,173.340,33.691,-881.836,301.758,23.438,1730817214.588
3933,357.422,34.668,742.188,265.625,12.695,1730817214.592
3934,113.281,37.598,-439.941,-50.293,37.598,1730817214.596
3935,-223.633,36.133,-1000.000,-221.191,23.438,1730817214.600
3936,-267.578,25.879,-244.629,-50.781,17.090,1730817214.604
3937,79.102,22.949,-977.051,245.117,-32.227,1730817214.608
3938,333.008,35.156,975.586,245.117,-24.902,1730817214.611
3939,138.184,37.109,-141.113,-49.316,12.695,1730817214.615
3940,-213.379,36.621,-1000.000,-265.625,7.812,1730817214.619
3941,-293.945,32.227,-455.078,-128.418,18.066,1730817214.623
3942,27.344,22.461,864.746,192.383,21.484,1730817214.627
3943,338.379,27.344,-934.570,274.414,4.883,1730817214.631
3944,209.473,35.645,-60.547,10.742,19.043,1730817214.635
3945,-158.203,34.668,-1000.000,-238.770,27.344,1730817214.639
3946,-295.410,26.855,-501.465,-145.508,12.207,1730817214.643
3947,-6.836,28.809,805.176,173.340,26.855,1730817214.647
3948,321.777,29.785,-908.203,282.715,83.008,1730817214.650
3949,242.676,29.785,-24.902,45.898,62.500,1730817214.654
3950,-104.980,50.781,-1000.000,-201.660,24.414,1730817214.658
3951,-294.434,51.758,-648.926,-165.527,46.875,1730817214.662
3952,-47.363,32.715,601.074,148.926,55.664,1730817214.666
3953,306.152,20.508,-816.406,308.594,33.691,1730817214.670
3954,275.879,30.762,151.855,90.332,-23.438,1730817214.674
3955,-68.359,45.410,-1000.000,-200.684,11.230,1730817214.677
3956,-296.875,40.039,-967.285,-202.148,24.902,1730817214.681
3957,-90.332,33.203,105.469,116.699,6.836,1730817214.685
3958,290.527,31.738,-801.758,320.801,60.059,1730817214.689
3959,320.312,32.715,409.668,132.324,46.875,1730817214.693
3960,-20.996,36.133,-930.176,-189.941,-35.645,1730817214.697
3961,-292.969,36.133,-912.109,-225.586,22.949,1730817214.701
3962,-145.020,25.879,268.066,71.289,58.105,1730817214.704
3963,235.840,25.391,-830.078,300.781,-14.648,1730817214.708
3964,321.289,37.109,500.488,157.227,19.043,1730817214.712
3965,18.066,38.574,-792.480,-150.391,50.781,1730817214.716
3966,-278.809,31.738,-1000.000,-241.211,79.590,1730817214.720
3967,-193.359,25.879,96.191,4.395,70.312,1730817214.724
3968,200.684,28.809,-853.027,285.156,65.430,1730817214.728
3969,352.051,34.668,667.969,207.031,66.406,1730817214.732
3970,69.336,34.668,-560.059,-122.070,7.324,1730817214.736
3971,-258.789,33.691,-1000.000,-248.535,-17.090,1730817214.740
3972,-222.168,30.273,-191.895,-13.672,11.230,1730817214.743
3973,152.344,21.973,-919.922,242.676,38.086,1730817214.747
3974,351.562,28.320,844.238,197.266,-6.836,1730817214.751
3975,138.184,37.598,-347.656,-59.082,29.297,1730817214.755
3976,-196.777,39.062,-1000.000,-224.609,46.387,1730817214.759
3977,-235.352,37.598,-272.461,-46.875,32.715,1730817214.763
3978,129.883,32.227,-944.824,275.879,2.441,1730817214.767
3979,392.090,30.762,822.266,278.809,7.324,1730817214.770
3980,188.477,42.480,-378.418,-51.758,43.457,1730817214.774
3981,-166.016,50.781,-1000.000,-240.723,0.000,1730817214.778
3982,-234.375,44.434,-353.516,-50.293,8.301,1730817214.782
3983,88.867,35.156,923.340,266.113,18.555,1730817214.786
3984,379.395,33.691,-936.035,311.523,-18.066,1730817214.790
3985,235.840,42.969,-16.113,28.320,-19.043,1730817214.794
3986,-135.254,46.387,-1000.000,-225.586,-15.137,1730817214.798
3987,-275.391,39.062,-461.914,-132.812,51.270,1730817214.801
3988,21.973,37.109,837.402,216.797,59.082,1730817214.805
3989,355.469,34.668,-874.512,329.102,11.230,1730817214.809
3990,250.000,30.762,78.125,50.293,30.762,1730817214.813
3991,-121.582,34.180,-1000.000,-228.516,12.695,1730817214.817
3992,-299.316,34.180,-620.117,-174.316,34.668,1730817214.821
3993,-35.156,30.273,645.508,165.527,-1.465,1730817214.825
3994,326.660,33.203,-837.402,333.496,59.082,1730817214.829
3995,279.785,38.086,211.426,79.590,134.766,1730817214.833
3996,-75.195,36.621,-1000.000,-217.285,49.316,1730817214.836
3997,-288.574,36.621,-788.086,-186.523,22.949,1730817214.840
3998,-76.660,38.086,438.965,128.906,49.316,1730817214.844
3999,305.664,35.645,-805.176,328.125,16.113,1730817214.848
4000,332.031,39.551,326.660,134.277,25.879,1730817214.852
4001,-11.719,44.434,-938.477,-184.082,61.035,1730817214.856
4002,-275.391,43.945,-999.023,-218.262,-6.348,1730817214.860
4003,-115.723,39.551,131.348,94.238,-31.250,1730817214.864
4004,273.438,31.250,-813.965,327.637,42.969,1730817214.867
4005,354.980,37.109,495.605,171.387,64.941,1730817214.871
4006,43.945,47.852,-806.641,-149.414,11.719,1730817214.875
4007,-263.672,43.457,-1000.000,-243.652,8.301,1730817214.879
4008,-170.898,39.062,104.492,40.039,42.969,1730817214.883
4009,221.680,40.039,-851.074,322.266,30.273,1730817214.887
4010,351.074,32.715,650.391,202.637,37.598,1730817214.890
4011,63.965,32.227,-591.309,-123.047,31.738,1730817214.894
4012,-255.371,37.598,-1000.000,-240.723,-38.574,1730817214.898
4013,-215.332,39.551,-86.914,5.371,41.504,1730817214.902
4014,168.457,37.109,-896.484,307.617,77.148,1730817214.906
4015,361.816,36.133,786.133,242.188,58.105,1730817214.910
4016,104.980,37.598,-395.996,-93.262,54.688,1730817214.914
4017,-233.398,40.527,-1000.000,-257.812,20.020,1730817214.918
4018,-239.746,39.551,-321.777,-37.598,32.715,1730817214.922
4019,124.023,36.621,989.746,276.367,43.457,1730817214.926
4020,366.211,37.598,959.473,237.305,29.297,1730817214.929
4021,164.551,41.992,-192.383,-73.730,33.203,1730817214.933
4022,-200.684,45.410,-1000.000,-275.391,21.973,1730817214.937
4023,-273.926,46.387,-309.082,-109.375,25.391,1730817214.941
4024,62.500,42.969,-987.793,229.004,22.461,1730817214.945
4025,341.309,41.992,927.246,260.254,56.641,1730817214.949
4026,178.223,49.805,-229.980,-49.316,65.430,1730817214.953
4027,-188.965,51.270,-1000.000,-295.898,45.898,1730817214.957
4028,-311.035,51.270,-465.820,-164.551,31.250,1730817214.961
4029,-18.555,50.293,804.688,165.527,-29.785,1730817214.964
4030,289.062,41.992,-869.141,240.723,-12.695,1730817214.968
4031,175.781,43.457,87.402,-29.785,8.789,1730817214.972
4032,-174.316,47.852,-1000.000,-278.320,-39.062,1730817214.976
4033,-342.773,43.457,-766.113,-199.707,-36.621,1730817214.980
4034,-89.355,36.621,483.398,129.395,14.160,1730817214.984
4035,256.836,33.691,-801.270,268.066,36.133,1730817214.988
4036,201.172,37.598,172.852,24.902,19.043,1730817214.992
4037,-154.297,40.039,-1000.000,-262.207,-13.184,1730817214.996
4038,-357.422,34.180,-750.488,-217.773,14.648,1730817214.999
4039,-125.977,34.180,486.816,118.652,57.129,1730817215.003
4040,253.418,32.715,-811.523,307.129,59.082,1730817215.007
4041,267.090,21.484,266.113,109.375,48.828,1730817215.011
4042,-62.988,23.438,-994.629,-179.688,26.855,1730817215.015
4043,-306.641,24.902,-878.906,-180.176,32.227,1730817215.019
4044,-135.254,10.742,292.480,125.000,51.270,1730817215.023
4045,254.395,4.883,-823.730,349.121,41.504,1730817215.027
4046,336.914,13.672,501.465,202.148,51.270,1730817215.031
4047,33.203,15.625,-776.855,-104.004,34.180,1730817215.035
4048,-237.793,17.578,-1000.000,-145.508,18.066,1730817215.038
4049,-115.234,17.578,21.973,146.973,45.410,1730817215.042
4050,272.949,15.137,-850.586,396.484,24.414,1730817215.046
4051,392.578,11.230,683.105,272.949,71.777,1730817215.050
4052,103.516,14.648,-596.191,-44.434,64.941,1730817215.054
4053,-208.008,19.043,-1000.000,-156.250,23.438,1730817215.058
4054,-151.855,11.230,1.953,63.965,39.551,1730817215.062
4055,236.816,11.719,-836.914,375.977,35.156,1730817215.066
4056,415.039,16.602,574.707,335.938,-14.160,1730817215.069
4057,161.621,19.531,-667.480,2.930,-24.902,1730817215.073
4058,-177.246,20.508,-1000.000,-167.969,-4.395,1730817215.077
4059,-178.223,19.043,-186.035,37.109,-15.137,1730817215.081
4060,199.707,19.531,-933.105,360.352,3.418,1730817215.085
4061,419.922,18.066,862.793,347.656,0.488,1730817215.089
4062,189.941,17.578,-314.941,24.414,31.738,1730817215.093
4063,-166.016,21.973,-1000.000,-169.922,16.602,1730817215.097
4064,-215.332,22.461,-282.715,-10.742,45.410,1730817215.101
4065,141.113,20.996,985.352,312.500,62.012,1730817215.104
4066,405.273,21.484,-954.590,349.609,48.340,1730817215.108
4067,219.238,30.273,-27.344,43.945,64.453,1730817215.112
4068,-146.484,32.715,-1000.000,-203.613,-11.719,1730817215.116
4069,-241.699,26.367,-444.336,-88.379,-4.395,1730817215.120
4070,77.637,25.391,889.160,244.629,6.348,1730817215.124
4071,376.953,31.738,-977.539,328.613,31.250,1730817215.128
4072,242.188,39.062,-141.113,43.457,40.039,1730817215.131
4073,-123.535,42.480,-1000.000,-223.633,-0.488,1730817215.135
4074,-268.066,39.062,-608.887,-143.066,6.348,1730817215.139
4075,23.438,34.668,633.789,202.148,64.941,1730817215.143
4076,350.586,34.180,-819.336,331.055,74.219,1730817215.147
4077,265.137,39.551,234.863,93.262,62.988,1730817215.151
4078,-80.078,39.551,-1000.000,-173.340,-4.395,1730817215.155
4079,-262.207,34.180,-740.234,-161.621,-12.207,1730817215.159
4080,-26.367,30.273,515.625,153.320,41.504,1730817215.162
4081,323.730,27.344,-807.129,342.773,42.969,1730817215.166
4082,298.340,30.273,337.402,142.578,63.477,1730817215.170
4083,-44.434,38.574,-959.961,-156.250,55.176,1730817215.174
4084,-270.020,35.645,-918.945,-185.059,7.812,1730817215.178
4085,-82.520,31.738,249.023,102.051,-37.109,1730817215.182
4086,287.598,30.273,-807.129,333.008,46.387,1730817215.186
4087,317.383,27.832,297.363,174.316,84.473,1730817215.190
4088,-15.625,33.691,-950.684,-147.461,-9.277,1730817215.194
4089,-277.832,35.156,-1000.000,-216.797,-8.789,1730817215.197
4090,-132.324,32.227,97.656,59.082,-18.066,1730817215.201
4091,240.723,27.832,-835.449,302.734,-30.762,1730817215.205
4092,324.219,27.344,606.934,187.988,17.578,1730817215.209
4093,35.156,35.645,-666.992,-103.516,-27.344,1730817215.213
4094,-258.301,34.668,-1000.000,-219.727,2.930,1730817215.217
4095,-171.387,27.344,-26.367,16.113,98.145,1730817215.221
4096,202.637,20.508,-848.633,294.922,95.703,1730817215.224
4097,332.520,21.484,665.527,235.840,56.641,1730817215.228
4098,62.500,28.809,-586.914,-75.684,26.367,1730817215.232
4099,-244.141,30.273,-1000.000,-233.887,24.902,1730817215.236
4100,-202.637,24.414,-143.555,-23.926,-4.883,1730817215.240
4101,174.316,23.438,-884.766,286.133,-5.371,1730817215.244
4102,359.375,27.344,722.168,260.742,6.836,1730817215.248
4103,120.605,30.273,-494.629,-52.246,58.594,1730817215.252
4104,-205.078,31.738,-1000.000,-240.234,49.316,1730817215.255
4105,-219.238,33.691,-249.512,-75.195,5.859,1730817215.259
4106,132.324,33.203,-987.305,242.188,41.992,1730817215.263
4107,368.652,31.250,991.211,277.344,36.621,1730817215.267
4108,168.945,31.738,-118.164,-11.719,28.809,1730817215.271
4109,-184.082,35.645,-1000.000,-242.188,25.879,1730817215.275
4110,-252.930,36.621,-539.551,-123.047,19.531,1730817215.279
4111,78.613,26.855,761.230,203.125,36.133,1730817215.283
4112,357.422,24.902,-872.559,285.645,65.430,1730817215.287
4113,207.520,33.203,51.270,27.832,95.215,1730817215.290
4114,-145.020,37.109,-1000.000,-224.609,47.852,1730817215.294
4115,-260.254,36.621,-512.695,-156.738,51.270,1730817215.298
4116,41.016,31.738,789.551,173.828,78.613,1730817215.302
4117,357.422,29.785,-870.117,312.500,56.152,1730817215.306
4118,255.859,35.156,103.027,79.102,69.824,1730817215.310
4119,-107.910,41.016,-1000.000,-206.055,13.184,1730817215.314
4120,-279.785,36.621,-711.914,-188.965,-34.180,1730817215.318
4121,-18.066,33.203,510.254,135.742,4.395,1730817215.321
4122,320.312,32.715,-809.570,310.059,-5.859,1730817215.325
4123,269.531,37.109,272.461,95.703,-0.488,1730817215.329
4124,-81.055,36.133,-988.281,-197.754,22.949,1730817215.333
4125,-293.457,32.715,-950.195,-214.355,28.320,1730817215.337
4126,-75.684,35.156,211.426,88.379,59.570,1730817215.341
4127,287.109,35.645,-798.828,310.059,62.988,1730817215.345
4128,286.621,34.180,416.992,132.324,57.617,1730817215.348
4129,-46.387,35.156,-881.836,-171.875,43.457,1730817215.352
4130,-285.645,37.109,-1000.000,-227.539,-5.371,1730817215.356
4131,-129.883,31.250,126.953,33.691,-18.555,1730817215.360
4132,244.629,28.320,-810.547,302.734,65.918,1730817215.364
4133,308.105,32.715,421.875,187.988,22.949,1730817215.368
4134,-9.277,39.062,-849.121,-133.789,-22.461,1730817215.372
4135,-283.691,37.598,-1000.000,-227.539,-27.832,1730817215.376
4136,-169.922,33.203,-7.812,24.902,-44.434,1730817215.380
4137,203.613,38.574,-863.770,292.480,24.414,1730817215.384
4138,320.801,40.039,713.867,205.078,39.062,1730817215.388
4139,41.992,40.039,-526.855,-93.750,21.973,1730817215.391
4140,-274.414,38.086,-1000.000,-255.859,6.348,1730817215.395
4141,-224.121,32.227,-108.398,-57.129,5.859,1730817215.399
4142,165.039,34.180,-902.344,261.230,1.465,1730817215.403
4143,344.238,37.598,839.355,240.723,37.109,1730817215.407
4144,85.449,40.039,-339.844,-69.336,41.504,1730817215.411
4145,-241.699,41.504,-1000.000,-255.371,-13.672,1730817215.415
4146,-225.586,42.480,-236.816,-73.242,47.363,1730817215.418
4147,139.160,39.062,-910.645,246.094,59.082,1730817215.422
4148,357.910,35.156,774.414,266.113,-3.906,1730817215.426
4149,139.648,39.062,-474.609,-32.227,17.090,1730817215.430
4150,-206.055,41.992,-1000.000,-248.535,87.402,1730817215.434
4151,-256.348,41.504,-317.871,-118.164,87.402,1730817215.438
4152,81.055,41.016,945.312,211.426,37.109,1730817215.442
4153,345.703,34.668,-949.219,287.598,25.391,1730817215.446
4154,189.453,35.156,-39.551,27.344,3.418,1730817215.450
4155,-158.203,39.551,-1000.000,-216.797,20.508,1730817215.453
4156,-267.578,34.180,-553.223,-140.625,21.484,1730817215.457
4157,40.527,28.809,724.609,187.500,-21.973,1730817215.461
4158,349.609,30.762,-864.258,316.406,-7.812,1730817215.465
4159,218.750,32.715,95.215,60.059,26.855,1730817215.469
4160,-140.625,39.062,-1000.000,-208.984,59.570,1730817215.473
4161,-279.785,40.039,-678.711,-162.598,13.672,1730817215.477
4162,-12.207,32.227,613.770,140.137,-3.418,1730817215.481
4163,322.754,25.879,-844.238,310.547,4.395,1730817215.485
4164,264.160,30.762,83.984,112.793,-0.488,1730817215.488
4165,-88.379,35.645,-1000.000,-184.082,21.484,1730817215.492
4166,-287.598,29.785,-766.602,-203.125,78.613,1730817215.496
4167,-46.387,28.809,443.848,112.793,52.734,1730817215.500
4168,312.988,26.855,-799.316,333.496,17.578,1730817215.504
4169,287.109,27.344,261.719,148.438,13.672,1730817215.508
4170,-61.523,32.227,-982.910,-180.664,-6.348,1730817215.512
4171,-297.852,32.715,-972.168,-229.004,-21.484,1730817215.516
4172,-111.816,28.809,149.414,65.918,21.973,1730817215.519
4173,269.043,28.809,-812.988,311.523,54.688,1730817215.523
4174,315.430,34.668,500.000,180.176,-9.766,1730817215.527
4175,-6.836,40.039,-791.992,-134.277,15.625,1730817215.531
4176,-279.785,37.109,-1000.000,-233.398,4.395,1730817215.535
4177,-152.344,27.832,38.574,15.625,-25.391,1730817215.539
4178,234.375,22.949,-831.543,297.363,20.020,1730817215.543
4179,339.355,31.738,548.340,216.797,-1.953,1730817215.546
4180,43.457,36.621,-706.055,-103.027,0.977,1730817215.550
4181,-256.348,35.156,-1000.000,-240.234,-8.301,1730817215.554
4182,-184.082,32.715,-78.125,-26.855,32.715,1730817215.558
4183,198.730,30.762,-902.832,272.949,-2.441,1730817215.562
4184,360.352,35.645,841.309,252.930,9.766,1730817215.566
4185,93.750,39.062,-320.312,-53.711,106.934,1730817215.570
4186,-230.469,40.527,-1000.000,-229.004,65.430,1730817215.574
4187,-213.379,36.133,-282.715,-65.918,47.852,1730817215.578
4188,157.715,26.855,-967.285,246.582,-6.836,1730817215.581
4189,365.234,28.809,934.082,262.695,-43.457,1730817215.585
4190,126.953,32.715,-228.027,-43.457,23.438,1730817215.589
4191,-213.867,29.297,-1000.000,-247.070,11.230,1730817215.593
4192,-244.629,26.855,-290.527,-107.422,21.484,1730817215.597
4193,103.516,24.902,-977.539,219.727,40.039,1730817215.601
4194,356.445,27.344,920.410,281.738,22.461,1730817215.605
4195,170.410,31.738,-220.703,12.695,56.641,1730817215.609
4196,-186.035,31.250,-1000.000,-221.680,23.926,1730817215.613
4197,-270.020,28.320,-431.152,-137.695,-0.488,1730817215.617
4198,60.059,27.832,859.375,187.988,1.465,1730817215.620
4199,356.445,27.344,-888.672,298.340,-33.203,1730817215.624
4200,217.285,33.203,53.711,47.852,-29.297,1730817215.628
4201,-144.043,36.133,-1000.000,-216.797,17.578,1730817215.632
4202,-279.785,28.320,-661.133,-180.664,34.668,1730817215.636
4203,6.836,24.902,616.699,142.090,31.250,1730817215.640
4204,334.473,29.297,-819.824,313.965,65.918,1730817215.644
4205,243.164,28.809,146.484,83.496,112.793,1730817215.648
4206,-116.699,28.809,-1000.000,-219.727,74.707,1730817215.652
4207,-291.016,29.297,-762.207,-208.008,-20.020,1730817215.655
4208,-46.875,27.344,457.520,107.422,16.602,1730817215.659
4209,308.594,27.344,-816.406,319.336,54.199,1730817215.663
4210,278.320,29.297,186.523,133.301,51.270,1730817215.667
4211,-73.242,32.715,-1000.000,-182.129,45.410,1730817215.671
4212,-299.805,32.227,-878.418,-230.957,10.254,1730817215.675
4213,-102.051,27.344,277.344,55.664,17.090,1730817215.679
4214,268.066,24.414,-810.059,288.574,16.113,1730817215.683
4215,286.621,28.320,447.754,142.090,-3.418,1730817215.687
4216,-41.992,34.668,-826.172,-156.738,11.719,1730817215.691
4217,-300.781,36.133,-1000.000,-246.582,-41.504,1730817215.695
4218,-154.297,32.715,24.414,16.113,3.906,1730817215.698
4219,227.539,34.180,-838.379,287.109,69.336,1730817215.702
4220,319.336,39.551,624.512,197.754,57.129,1730817215.706
4221,18.555,44.922,-649.414,-110.840,47.852,1730817215.710
4222,-272.461,45.410,-1000.000,-249.512,17.578,1730817215.714
4223,-174.805,34.180,-77.148,-12.695,8.789,1730817215.718
4224,208.984,27.344,-852.539,280.273,7.324,1730817215.722
4225,343.262,33.691,618.164,220.703,20.508,1730817215.725
4226,63.477,35.645,-633.789,-83.008,115.234,1730817215.729
4227,-253.418,32.715,-1000.000,-250.488,84.961,1730817215.733
4228,-213.867,30.273,-125.977,-56.152,41.504,1730817215.737
4229,157.715,27.344,-921.875,256.348,63.965,1730817215.741
4230,348.145,32.227,897.949,256.836,36.133,1730817215.745
4231,107.422,35.156,-241.211,-38.574,31.250,1730817215.749
4232,-226.074,38.086,-1000.000,-242.188,2.930,1730817215.753
4233,-243.652,37.109,-321.777,-93.262,-0.977,1730817215.757
4234,114.746,27.832,989.258,238.770,17.578,1730817215.761
4235,363.281,28.320,996.094,298.828,-4.883,1730817215.765
4236,155.762,31.250,-136.230,2.441,-28.320,1730817215.768
4237,-200.684,37.598,-1000.000,-242.676,-9.277,1730817215.772
4238,-264.648,35.645,-420.410,-126.953,12.207,1730817215.776
4239,67.871,27.344,924.316,203.125,-9.277,1730817215.780
